Numer X Y H 
@1491 5593348.069 6576071.839 -0.004 
@1492 5593348.069 6576071.889 -0.003 
@1493 5593348.069 6576071.939 -0.003 
@1494 5593348.069 6576071.989 -0.003 
@1495 5593348.069 6576072.039 -0.003 
@1496 5593348.069 6576072.089 -0.003 
@1497 5593348.069 6576072.139 -0.003 
@1498 5593348.069 6576072.189 -0.004 
@1499 5593348.069 6576072.239 -0.005 
@1500 5593348.069 6576072.289 -0.003 
@1501 5593348.069 6576072.339 -0.001 
@1502 5593348.069 6576072.389 -0.002 
@1503 5593348.069 6576072.439 -0.003 
@1504 5593348.069 6576072.489 -0.003 
@1505 5593348.069 6576072.539 -0.003 
@1506 5593348.069 6576072.589 -0.003 
@1507 5593348.069 6576072.639 -0.002 
@1508 5593348.069 6576072.689 -0.001 
@1509 5593348.069 6576072.739 -0.001 
@1510 5593348.069 6576072.789 0.000 
@1511 5593348.069 6576072.839 0.001 
@1512 5593348.069 6576072.889 0.001 
@1513 5593348.069 6576072.939 0.000 
@1514 5593348.069 6576072.989 0.001 
@1515 5593348.069 6576073.039 0.002 
@1516 5593348.069 6576073.089 0.001 
@1517 5593348.069 6576073.139 0.001 
@1518 5593348.069 6576073.189 0.001 
@1519 5593348.069 6576073.239 0.001 
@1520 5593348.069 6576073.289 0.001 
@1521 5593348.069 6576073.339 0.001 
@1522 5593348.069 6576073.389 0.002 
@1523 5593348.069 6576073.439 0.003 
@1524 5593348.069 6576073.489 0.003 
@1525 5593348.069 6576073.539 0.003 
@1526 5593348.069 6576073.589 0.003 
@1527 5593348.069 6576073.639 0.002 
@1528 5593348.169 6576070.639 -0.006 
@1529 5593348.169 6576070.689 -0.005 
@1530 5593348.169 6576070.739 -0.004 
@1531 5593348.169 6576070.789 -0.004 
@1532 5593348.169 6576070.839 -0.005 
@1533 5593348.169 6576070.889 -0.005 
@1534 5593348.169 6576070.939 -0.005 
@1535 5593348.169 6576070.989 -0.005 
@1536 5593348.169 6576071.039 -0.005 
@1537 5593348.169 6576071.089 -0.005 
@1538 5593348.169 6576071.139 -0.005 
@1539 5593348.169 6576071.189 -0.004 
@1540 5593348.169 6576071.239 -0.004 
@1541 5593348.169 6576071.289 -0.004 
@1542 5593348.169 6576071.339 -0.004 
@1543 5593348.169 6576071.389 -0.004 
@1544 5593348.169 6576071.439 -0.004 
@1545 5593348.169 6576071.489 -0.004 
@1546 5593348.169 6576071.539 -0.004 
@1547 5593348.169 6576071.589 -0.004 
@1548 5593348.169 6576071.639 -0.004 
@1549 5593348.169 6576071.689 -0.004 
@1550 5593348.169 6576071.739 -0.005 
@1551 5593348.169 6576071.789 -0.004 
@1552 5593348.169 6576071.839 -0.003 
@1553 5593348.169 6576071.889 -0.003 
@1554 5593348.169 6576071.939 -0.003 
@1555 5593348.169 6576071.989 -0.004 
@1556 5593348.169 6576072.039 -0.004 
@1557 5593348.169 6576072.089 -0.004 
@1558 5593348.169 6576072.139 -0.005 
@1559 5593348.169 6576072.189 -0.004 
@1560 5593348.169 6576072.239 -0.003 
@1561 5593348.169 6576072.289 -0.004 
@1562 5593348.169 6576072.339 -0.004 
@1563 5593348.169 6576072.389 -0.004 
@1564 5593348.169 6576072.439 -0.003 
@1565 5593348.169 6576072.489 -0.003 
@1566 5593348.169 6576072.539 -0.003 
@1567 5593348.169 6576072.589 -0.002 
@1568 5593348.169 6576072.639 -0.001 
@1569 5593348.169 6576072.689 -0.001 
@1570 5593348.169 6576072.739 -0.001 
@1571 5593348.169 6576072.789 0.000 
@1572 5593348.169 6576072.839 0.000 
@1573 5593348.169 6576072.889 0.000 
@1574 5593348.169 6576072.939 0.000 
@1575 5593348.169 6576072.989 0.000 
@1576 5593348.169 6576073.039 0.001 
@1577 5593348.169 6576073.089 0.001 
@1578 5593348.169 6576073.139 0.002 
@1579 5593348.169 6576073.189 0.001 
@1580 5593348.169 6576073.239 0.000 
@1581 5593348.169 6576073.289 0.001 
@1582 5593348.169 6576073.339 0.002 
@1583 5593348.169 6576073.389 0.001 
@1584 5593348.169 6576073.439 0.000 
@1585 5593348.169 6576073.489 0.001 
@1586 5593348.169 6576073.539 0.002 
@1587 5593348.169 6576073.589 0.002 
@1588 5593348.169 6576073.639 0.002 
@1589 5593348.269 6576070.539 -0.004 
@1590 5593348.269 6576070.589 -0.004 
@1591 5593348.269 6576070.639 -0.004 
@1592 5593348.269 6576070.689 -0.004 
@1593 5593348.269 6576070.739 -0.005 
@1594 5593348.269 6576070.789 -0.005 
@1595 5593348.269 6576070.839 -0.005 
@1596 5593348.269 6576070.889 -0.005 
@1597 5593348.269 6576070.939 -0.005 
@1598 5593348.269 6576070.989 -0.005 
@1599 5593348.269 6576071.039 -0.005 
@1600 5593348.269 6576071.089 -0.004 
@1601 5593348.269 6576071.139 -0.004 
@1602 5593348.269 6576071.189 -0.004 
@1603 5593348.269 6576071.239 -0.004 
@1604 5593348.269 6576071.289 -0.004 
@1605 5593348.269 6576071.339 -0.004 
@1606 5593348.269 6576071.389 -0.004 
@1607 5593348.269 6576071.439 -0.003 
@1608 5593348.269 6576071.489 -0.003 
@1609 5593348.269 6576071.539 -0.004 
@1610 5593348.269 6576071.589 -0.004 
@1611 5593348.269 6576071.639 -0.003 
@1612 5593348.269 6576071.689 -0.004 
@1613 5593348.269 6576071.739 -0.004 
@1614 5593348.269 6576071.789 -0.004 
@1615 5593348.269 6576071.839 -0.004 
@1616 5593348.269 6576071.889 -0.003 
@1617 5593348.269 6576071.939 -0.003 
@1618 5593348.269 6576071.989 -0.003 
@1619 5593348.269 6576072.039 -0.003 
@1620 5593348.269 6576072.089 -0.003 
@1621 5593348.269 6576072.139 -0.003 
@1622 5593348.269 6576072.189 -0.003 
@1623 5593348.269 6576072.239 -0.003 
@1624 5593348.269 6576072.289 -0.002 
@1625 5593348.269 6576072.339 -0.002 
@1626 5593348.269 6576072.389 -0.002 
@1627 5593348.269 6576072.439 -0.003 
@1628 5593348.269 6576072.489 -0.002 
@1629 5593348.269 6576072.539 -0.002 
@1630 5593348.269 6576072.589 -0.002 
@1631 5593348.269 6576072.639 -0.002 
@1632 5593348.269 6576072.689 -0.002 
@1633 5593348.269 6576072.739 -0.001 
@1634 5593348.269 6576072.789 -0.001 
@1635 5593348.269 6576072.839 -0.001 
@1636 5593348.269 6576072.889 0.000 
@1637 5593348.269 6576072.939 0.001 
@1638 5593348.269 6576072.989 0.001 
@1639 5593348.269 6576073.039 0.001 
@1640 5593348.269 6576073.089 0.002 
@1641 5593348.269 6576073.139 0.002 
@1642 5593348.269 6576073.189 0.002 
@1643 5593348.269 6576073.239 0.002 
@1644 5593348.269 6576073.289 0.002 
@1645 5593348.269 6576073.339 0.002 
@1646 5593348.269 6576073.389 0.002 
@1647 5593348.269 6576073.439 0.002 
@1648 5593348.269 6576073.489 0.002 
@1649 5593348.269 6576073.539 0.002 
@1650 5593348.269 6576073.589 0.002 
@1651 5593348.269 6576073.639 0.002 
@1652 5593348.369 6576070.639 -0.004 
@1653 5593348.369 6576070.689 -0.005 
@1654 5593348.369 6576070.739 -0.005 
@1655 5593348.369 6576070.789 -0.006 
@1656 5593348.369 6576070.839 -0.006 
@1657 5593348.369 6576070.889 -0.004 
@1658 5593348.369 6576070.939 -0.003 
@1659 5593348.369 6576070.989 -0.004 
@1660 5593348.369 6576071.039 -0.005 
@1661 5593348.369 6576071.089 -0.004 
@1662 5593348.369 6576071.139 -0.003 
@1663 5593348.369 6576071.189 -0.004 
@1664 5593348.369 6576071.239 -0.004 
@1665 5593348.369 6576071.289 -0.004 
@1666 5593348.369 6576071.339 -0.004 
@1667 5593348.369 6576071.389 -0.004 
@1668 5593348.369 6576071.439 -0.004 
@1669 5593348.369 6576071.489 -0.004 
@1670 5593348.369 6576071.539 -0.004 
@1671 5593348.369 6576071.589 -0.004 
@1672 5593348.369 6576071.639 -0.004 
@1673 5593348.369 6576071.689 -0.004 
@1674 5593348.369 6576071.739 -0.004 
@1675 5593348.369 6576071.789 -0.005 
@1676 5593348.369 6576071.839 -0.006 
@1677 5593348.369 6576071.889 -0.004 
@1678 5593348.369 6576071.939 -0.003 
@1679 5593348.369 6576071.989 -0.003 
@1680 5593348.369 6576072.039 -0.004 
@1681 5593348.369 6576072.089 -0.003 
@1682 5593348.369 6576072.139 -0.003 
@1683 5593348.369 6576072.189 -0.003 
@1684 5593348.369 6576072.239 -0.003 
@1685 5593348.369 6576072.289 -0.003 
@1686 5593348.369 6576072.339 -0.003 
@1687 5593348.369 6576072.389 -0.003 
@1688 5593348.369 6576072.439 -0.003 
@1689 5593348.369 6576072.489 -0.002 
@1690 5593348.369 6576072.539 -0.002 
@1691 5593348.369 6576072.589 -0.002 
@1692 5593348.369 6576072.639 -0.001 
@1693 5593348.369 6576072.689 -0.001 
@1694 5593348.369 6576072.739 0.000 
@1695 5593348.369 6576072.789 0.000 
@1696 5593348.369 6576072.839 0.000 
@1697 5593348.369 6576072.889 0.000 
@1698 5593348.369 6576072.939 0.001 
@1699 5593348.369 6576072.989 0.001 
@1700 5593348.369 6576073.039 0.002 
@1701 5593348.369 6576073.089 0.001 
@1702 5593348.369 6576073.139 0.001 
@1703 5593348.369 6576073.189 0.001 
@1704 5593348.369 6576073.239 0.001 
@1705 5593348.369 6576073.289 0.002 
@1706 5593348.369 6576073.339 0.002 
@1707 5593348.369 6576073.389 0.003 
@1708 5593348.369 6576073.439 0.004 
@1709 5593348.369 6576073.489 0.003 
@1710 5593348.369 6576073.539 0.002 
@1711 5593348.369 6576073.589 0.002 
@1712 5593348.369 6576073.639 0.002 
@1713 5593348.469 6576070.639 -0.005 
@1714 5593348.469 6576070.689 -0.006 
@1715 5593348.469 6576070.739 -0.006 
@1716 5593348.469 6576070.789 -0.006 
@1717 5593348.469 6576070.839 -0.005 
@1718 5593348.469 6576070.889 -0.005 
@1719 5593348.469 6576070.939 -0.004 
@1720 5593348.469 6576070.989 -0.005 
@1721 5593348.469 6576071.039 -0.005 
@1722 5593348.469 6576071.089 -0.005 
@1723 5593348.469 6576071.139 -0.004 
@1724 5593348.469 6576071.189 -0.004 
@1725 5593348.469 6576071.239 -0.005 
@1726 5593348.469 6576071.289 -0.005 
@1727 5593348.469 6576071.339 -0.005 
@1728 5593348.469 6576071.389 -0.005 
@1729 5593348.469 6576071.439 -0.004 
@1730 5593348.469 6576071.489 -0.004 
@1731 5593348.469 6576071.539 -0.004 
@1732 5593348.469 6576071.589 -0.004 
@1733 5593348.469 6576071.639 -0.004 
@1734 5593348.469 6576071.689 -0.004 
@1735 5593348.469 6576071.739 -0.003 
@1736 5593348.469 6576071.789 -0.004 
@1737 5593348.469 6576071.839 -0.004 
@1738 5593348.469 6576071.889 -0.004 
@1739 5593348.469 6576071.939 -0.004 
@1740 5593348.469 6576071.989 -0.004 
@1741 5593348.469 6576072.039 -0.004 
@1742 5593348.469 6576072.089 -0.004 
@1743 5593348.469 6576072.139 -0.004 
@1744 5593348.469 6576072.189 -0.004 
@1745 5593348.469 6576072.239 -0.003 
@1746 5593348.469 6576072.289 -0.003 
@1747 5593348.469 6576072.339 -0.002 
@1748 5593348.469 6576072.389 -0.002 
@1749 5593348.469 6576072.439 -0.003 
@1750 5593348.469 6576072.489 -0.002 
@1751 5593348.469 6576072.539 -0.002 
@1752 5593348.469 6576072.589 -0.002 
@1753 5593348.469 6576072.639 -0.002 
@1754 5593348.469 6576072.689 -0.002 
@1755 5593348.469 6576072.739 -0.002 
@1756 5593348.469 6576072.789 -0.001 
@1757 5593348.469 6576072.839 -0.001 
@1758 5593348.469 6576072.889 0.000 
@1759 5593348.469 6576072.939 0.000 
@1760 5593348.469 6576072.989 0.000 
@1761 5593348.469 6576073.039 0.001 
@1762 5593348.469 6576073.089 0.002 
@1763 5593348.469 6576073.139 0.002 
@1764 5593348.469 6576073.189 0.002 
@1765 5593348.469 6576073.239 0.002 
@1766 5593348.469 6576073.289 0.002 
@1767 5593348.469 6576073.339 0.003 
@1768 5593348.469 6576073.389 0.003 
@1769 5593348.469 6576073.439 0.002 
@1770 5593348.469 6576073.489 0.003 
@1771 5593348.469 6576073.539 0.003 
@1772 5593348.469 6576073.589 0.003 
@1773 5593348.469 6576073.639 0.002 
@1774 5593348.569 6576070.539 -0.003 
@1775 5593348.569 6576070.589 -0.003 
@1776 5593348.569 6576070.639 -0.004 
@1777 5593348.569 6576070.689 -0.004 
@1778 5593348.569 6576070.739 -0.005 
@1779 5593348.569 6576070.789 -0.005 
@1780 5593348.569 6576070.839 -0.005 
@1781 5593348.569 6576070.889 -0.005 
@1782 5593348.569 6576070.939 -0.004 
@1783 5593348.569 6576070.989 -0.004 
@1784 5593348.569 6576071.039 -0.005 
@1785 5593348.569 6576071.089 -0.005 
@1786 5593348.569 6576071.139 -0.004 
@1787 5593348.569 6576071.189 -0.004 
@1788 5593348.569 6576071.239 -0.004 
@1789 5593348.569 6576071.289 -0.005 
@1790 5593348.569 6576071.339 -0.005 
@1791 5593348.569 6576071.389 -0.004 
@1792 5593348.569 6576071.439 -0.004 
@1793 5593348.569 6576071.489 -0.004 
@1794 5593348.569 6576071.539 -0.004 
@1795 5593348.569 6576071.589 -0.004 
@1796 5593348.569 6576071.639 -0.004 
@1797 5593348.569 6576071.689 -0.004 
@1798 5593348.569 6576071.739 -0.004 
@1799 5593348.569 6576071.789 -0.004 
@1800 5593348.569 6576071.839 -0.004 
@1801 5593348.569 6576071.889 -0.004 
@1802 5593348.569 6576071.939 -0.005 
@1803 5593348.569 6576071.989 -0.004 
@1804 5593348.569 6576072.039 -0.004 
@1805 5593348.569 6576072.089 -0.004 
@1806 5593348.569 6576072.139 -0.004 
@1807 5593348.569 6576072.189 -0.005 
@1808 5593348.569 6576072.239 -0.005 
@1809 5593348.569 6576072.289 -0.004 
@1810 5593348.569 6576072.339 -0.003 
@1811 5593348.569 6576072.389 -0.003 
@1812 5593348.569 6576072.439 -0.003 
@1813 5593348.569 6576072.489 -0.003 
@1814 5593348.569 6576072.539 -0.003 
@1815 5593348.569 6576072.589 -0.002 
@1816 5593348.569 6576072.639 -0.001 
@1817 5593348.569 6576072.689 -0.001 
@1818 5593348.569 6576072.739 -0.002 
@1819 5593348.569 6576072.789 -0.001 
@1820 5593348.569 6576072.839 0.000 
@1821 5593348.569 6576072.889 0.000 
@1822 5593348.569 6576072.939 0.000 
@1823 5593348.569 6576072.989 0.001 
@1824 5593348.569 6576073.039 0.002 
@1825 5593348.569 6576073.089 0.001 
@1826 5593348.569 6576073.139 0.001 
@1827 5593348.569 6576073.189 0.001 
@1828 5593348.569 6576073.239 0.001 
@1829 5593348.569 6576073.289 0.002 
@1830 5593348.569 6576073.339 0.003 
@1831 5593348.569 6576073.389 0.003 
@1832 5593348.569 6576073.439 0.003 
@1833 5593348.569 6576073.489 0.003 
@1834 5593348.569 6576073.539 0.003 
@1835 5593348.569 6576073.589 0.003 
@1836 5593348.569 6576073.639 0.003 
@1837 5593348.669 6576070.539 -0.004 
@1838 5593348.669 6576070.589 -0.004 
@1839 5593348.669 6576070.639 -0.005 
@1840 5593348.669 6576070.689 -0.005 
@1841 5593348.669 6576070.739 -0.006 
@1842 5593348.669 6576070.789 -0.006 
@1843 5593348.669 6576070.839 -0.006 
@1844 5593348.669 6576070.889 -0.005 
@1845 5593348.669 6576070.939 -0.005 
@1846 5593348.669 6576070.989 -0.005 
@1847 5593348.669 6576071.039 -0.006 
@1848 5593348.669 6576071.089 -0.005 
@1849 5593348.669 6576071.139 -0.005 
@1850 5593348.669 6576071.189 -0.005 
@1851 5593348.669 6576071.239 -0.005 
@1852 5593348.669 6576071.289 -0.005 
@1853 5593348.669 6576071.339 -0.004 
@1854 5593348.669 6576071.389 -0.005 
@1855 5593348.669 6576071.439 -0.006 
@1856 5593348.669 6576071.489 -0.005 
@1857 5593348.669 6576071.539 -0.004 
@1858 5593348.669 6576071.589 -0.004 
@1859 5593348.669 6576071.639 -0.004 
@1860 5593348.669 6576071.689 -0.003 
@1861 5593348.669 6576071.739 -0.003 
@1862 5593348.669 6576071.789 -0.003 
@1863 5593348.669 6576071.839 -0.003 
@1864 5593348.669 6576071.889 -0.003 
@1865 5593348.669 6576071.939 -0.003 
@1866 5593348.669 6576071.989 -0.003 
@1867 5593348.669 6576072.039 -0.003 
@1868 5593348.669 6576072.089 -0.004 
@1869 5593348.669 6576072.139 -0.005 
@1870 5593348.669 6576072.189 -0.004 
@1871 5593348.669 6576072.239 -0.003 
@1872 5593348.669 6576072.289 -0.003 
@1873 5593348.669 6576072.339 -0.003 
@1874 5593348.669 6576072.389 -0.004 
@1875 5593348.669 6576072.439 -0.004 
@1876 5593348.669 6576072.489 -0.003 
@1877 5593348.669 6576072.539 -0.002 
@1878 5593348.669 6576072.589 -0.002 
@1879 5593348.669 6576072.639 -0.001 
@1880 5593348.669 6576072.689 -0.002 
@1881 5593348.669 6576072.739 -0.003 
@1882 5593348.669 6576072.789 -0.002 
@1883 5593348.669 6576072.839 -0.001 
@1884 5593348.669 6576072.889 0.000 
@1885 5593348.669 6576072.939 0.001 
@1886 5593348.669 6576072.989 0.001 
@1887 5593348.669 6576073.039 0.000 
@1888 5593348.669 6576073.089 0.001 
@1889 5593348.669 6576073.139 0.002 
@1890 5593348.669 6576073.189 0.001 
@1891 5593348.669 6576073.239 0.000 
@1892 5593348.669 6576073.289 0.001 
@1893 5593348.669 6576073.339 0.002 
@1894 5593348.669 6576073.389 0.002 
@1895 5593348.669 6576073.439 0.002 
@1896 5593348.669 6576073.489 0.002 
@1897 5593348.669 6576073.539 0.002 
@1898 5593348.669 6576073.589 0.002 
@1899 5593348.669 6576073.639 0.002 
@1900 5593348.769 6576070.639 -0.006 
@1901 5593348.769 6576070.689 -0.006 
@1902 5593348.769 6576070.739 -0.006 
@1903 5593348.769 6576070.789 -0.006 
@1904 5593348.769 6576070.839 -0.005 
@1905 5593348.769 6576070.889 -0.006 
@1906 5593348.769 6576070.939 -0.006 
@1907 5593348.769 6576070.989 -0.006 
@1908 5593348.769 6576071.039 -0.005 
@1909 5593348.769 6576071.089 -0.005 
@1910 5593348.769 6576071.139 -0.004 
@1911 5593348.769 6576071.189 -0.004 
@1912 5593348.769 6576071.239 -0.004 
@1913 5593348.769 6576071.289 -0.004 
@1914 5593348.769 6576071.339 -0.004 
@1915 5593348.769 6576071.389 -0.005 
@1916 5593348.769 6576071.439 -0.005 
@1917 5593348.769 6576071.489 -0.005 
@1918 5593348.769 6576071.539 -0.004 
@1919 5593348.769 6576071.589 -0.004 
@1920 5593348.769 6576071.639 -0.004 
@1921 5593348.769 6576071.689 -0.004 
@1922 5593348.769 6576071.739 -0.003 
@1923 5593348.769 6576071.789 -0.004 
@1924 5593348.769 6576071.839 -0.004 
@1925 5593348.769 6576071.889 -0.003 
@1926 5593348.769 6576071.939 -0.002 
@1927 5593348.769 6576071.989 -0.003 
@1928 5593348.769 6576072.039 -0.004 
@1929 5593348.769 6576072.089 -0.004 
@1930 5593348.769 6576072.139 -0.003 
@1931 5593348.769 6576072.189 -0.004 
@1932 5593348.769 6576072.239 -0.004 
@1933 5593348.769 6576072.289 -0.004 
@1934 5593348.769 6576072.339 -0.004 
@1935 5593348.769 6576072.389 -0.004 
@1936 5593348.769 6576072.439 -0.004 
@1937 5593348.769 6576072.489 -0.003 
@1938 5593348.769 6576072.539 -0.002 
@1939 5593348.769 6576072.589 -0.002 
@1940 5593348.769 6576072.639 -0.002 
@1941 5593348.769 6576072.689 -0.002 
@1942 5593348.769 6576072.739 -0.002 
@1943 5593348.769 6576072.789 -0.001 
@1944 5593348.769 6576072.839 0.000 
@1945 5593348.769 6576072.889 -0.001 
@1946 5593348.769 6576072.939 -0.001 
@1947 5593348.769 6576072.989 0.000 
@1948 5593348.769 6576073.039 0.001 
@1949 5593348.769 6576073.089 0.001 
@1950 5593348.769 6576073.139 0.001 
@1951 5593348.769 6576073.189 0.001 
@1952 5593348.769 6576073.239 0.001 
@1953 5593348.769 6576073.289 0.001 
@1954 5593348.769 6576073.339 0.002 
@1955 5593348.769 6576073.389 0.002 
@1956 5593348.769 6576073.439 0.002 
@1957 5593348.769 6576073.489 0.002 
@1958 5593348.769 6576073.539 0.001 
@1959 5593348.769 6576073.589 0.002 
@1960 5593348.769 6576073.639 0.002 
@1961 5593348.869 6576070.639 -0.005 
@1962 5593348.869 6576070.689 -0.005 
@1963 5593348.869 6576070.739 -0.005 
@1964 5593348.869 6576070.789 -0.005 
@1965 5593348.869 6576070.839 -0.005 
@1966 5593348.869 6576070.889 -0.006 
@1967 5593348.869 6576070.939 -0.006 
@1968 5593348.869 6576070.989 -0.005 
@1969 5593348.869 6576071.039 -0.005 
@1970 5593348.869 6576071.089 -0.005 
@1971 5593348.869 6576071.139 -0.005 
@1972 5593348.869 6576071.189 -0.005 
@1973 5593348.869 6576071.239 -0.005 
@1974 5593348.869 6576071.289 -0.005 
@1975 5593348.869 6576071.339 -0.005 
@1976 5593348.869 6576071.389 -0.005 
@1977 5593348.869 6576071.439 -0.005 
@1978 5593348.869 6576071.489 -0.005 
@1979 5593348.869 6576071.539 -0.004 
@1980 5593348.869 6576071.589 -0.004 
@1981 5593348.869 6576071.639 -0.004 
@1982 5593348.869 6576071.689 -0.004 
@1983 5593348.869 6576071.739 -0.004 
@1984 5593348.869 6576071.789 -0.003 
@1985 5593348.869 6576071.839 -0.003 
@1986 5593348.869 6576071.889 -0.003 
@1987 5593348.869 6576071.939 -0.004 
@1988 5593348.869 6576071.989 -0.003 
@1989 5593348.869 6576072.039 -0.003 
@1990 5593348.869 6576072.089 -0.003 
@1991 5593348.869 6576072.139 -0.004 
@1992 5593348.869 6576072.189 -0.004 
@1993 5593348.869 6576072.239 -0.003 
@1994 5593348.869 6576072.289 -0.004 
@1995 5593348.869 6576072.339 -0.004 
@1996 5593348.869 6576072.389 -0.004 
@1997 5593348.869 6576072.439 -0.003 
@1998 5593348.869 6576072.489 -0.003 
@1999 5593348.869 6576072.539 -0.002 
@2000 5593348.869 6576072.589 -0.002 
@2001 5593348.869 6576072.639 -0.002 
@2002 5593348.869 6576072.689 -0.002 
@2003 5593348.869 6576072.739 -0.001 
@2004 5593348.869 6576072.789 -0.001 
@2005 5593348.869 6576072.839 -0.001 
@2006 5593348.869 6576072.889 -0.001 
@2007 5593348.869 6576072.939 0.000 
@2008 5593348.869 6576072.989 0.000 
@2009 5593348.869 6576073.039 0.000 
@2010 5593348.869 6576073.089 0.000 
@2011 5593348.869 6576073.139 0.001 
@2012 5593348.869 6576073.189 0.001 
@2013 5593348.869 6576073.239 0.001 
@2014 5593348.869 6576073.289 0.001 
@2015 5593348.869 6576073.339 0.002 
@2016 5593348.869 6576073.389 0.002 
@2017 5593348.869 6576073.439 0.002 
@2018 5593348.869 6576073.489 0.002 
@2019 5593348.869 6576073.539 0.002 
@2020 5593348.869 6576073.589 0.002 
@2021 5593348.869 6576073.639 0.001 
@2022 5593348.969 6576070.539 -0.004 
